,Timestamp,Accel_x,Accel_y,Accel_z,Gyro_x,Gyro_y,Gyro_z,Light,Magnetic_x,Magnetic_y,Magnetic_z,Proximity,Latitude,Longitude,Elevation,Speed,Acceleration,Bearing
766,1633986648.0,0.308,-0.757,9.523,-0.001,0.001,0.001,683.0,-16.463,30.525,-58.969,5.0,-32.9336,-60.64625,40.2,0.22222222222222224,-0.757,-42.08611
767,1633986649.0,0.284,-0.841,9.746,0.0,-0.001,-0.001,683.0,-18.619,30.244,-59.381,5.0,-32.93359,-60.64626,41.3,0.3055555555555556,-0.841,6.251788
768,1633986650.0,0.311,-0.815,9.667,0.001,-0.001,-0.001,683.0,-18.731,29.288,-57.975,5.0,-32.93358,-60.64627,41.0,0.25,-0.815,20.841446
769,1633986651.0,0.313,-0.764,9.621,0.0,-0.001,-0.0,683.0,-20.513,31.369,-58.875,5.0,-32.93358,-60.64627,43.2,0.25,-0.764,25.659136
770,1633986652.0,0.32,-0.762,9.6,-0.0,-0.002,-0.0,683.0,-19.219,31.519,-58.744,5.0,-32.93357,-60.64627,42.3,0.2777777777777778,-0.762,10.458068
771,1633986653.0,0.315,-0.764,9.638,-0.0,-0.0,-0.001,683.0,-17.156,29.419,-58.181,5.0,-32.93357,-60.64626,42.3,0.3055555555555556,-0.764,4.5817943
772,1633986654.0,0.32,-0.764,9.681,-0.001,-0.001,-0.001,683.0,-18.469,30.394,-60.319,5.0,-32.93357,-60.64626,42.5,0.3055555555555556,-0.764,10.823146
773,1633986655.0,0.303,-0.834,9.808,-0.0,-0.001,0.0,683.0,-18.656,31.819,-59.381,5.0,-32.93358,-60.64626,40.9,0.3333333333333333,-0.834,15.263731
774,1633986656.0,0.277,-0.882,9.805,0.001,-0.001,-0.0,683.0,-19.913,30.413,-61.369,5.0,-32.93358,-60.64626,40.0,0.16666666666666666,-0.882,14.305893
775,1633986657.0,0.318,-0.781,9.621,-0.001,0.002,0.001,683.0,-19.313,29.456,-58.894,5.0,-32.93357,-60.64626,40.7,0.0,-0.781,7.367984
776,1633986658.0,0.303,-0.836,9.724,-0.001,0.002,0.001,683.0,-18.356,31.35,-58.931,5.0,-32.93357,-60.64627,40.0,0.0,-0.836,7.3938265
777,1633986659.0,0.332,-0.793,9.707,-0.0,-0.003,-0.001,683.0,-18.338,30.544,-59.381,5.0,-32.93358,-60.64627,39.2,0.0,-0.793,8.288999
778,1633986660.0,0.308,-0.784,9.736,0.001,0.002,0.001,683.0,-18.731,29.606,-59.531,5.0,-32.93357,-60.64628,38.2,0.0,-0.784,5.102048
779,1633986661.0,0.291,-0.827,9.688,-0.0,0.0,0.0,683.0,-19.069,31.35,-58.594,5.0,-32.93357,-60.64629,38.3,0.22222222222222224,-0.827,7.8763423
780,1633986662.0,0.32,-0.795,9.772,0.001,-0.001,0.0,683.0,-18.544,27.863,-59.381,5.0,-32.93357,-60.64628,35.6,0.16666666666666666,-0.795,7.361406
781,1633986663.0,0.332,-0.755,9.643,-0.0,0.001,0.001,683.0,-20.644,26.644,-53.888,5.0,-32.93357,-60.64628,37.8,0.0,-0.755,3.4946463
782,1633986664.0,0.25,-0.865,9.92,-0.001,0.001,0.001,683.0,-17.119,27.844,-60.975,5.0,-32.93357,-60.64628,37.8,0.0,-0.865,-0.17889844
783,1633986665.0,0.332,-0.762,9.643,0.001,-0.003,-0.002,683.0,-18.506,31.5,-58.763,5.0,-32.93357,-60.64628,37.8,0.0,-0.762,-0.4545045
784,1633986666.0,0.344,-0.738,9.576,-0.0,-0.003,-0.001,683.0,-18.769,30.713,-59.85,5.0,-32.93357,-60.64628,37.8,0.0,-0.738,2.635759
785,1633986667.0,0.313,-0.748,9.585,-0.001,-0.001,-0.001,683.0,-19.069,31.031,-58.913,5.0,-32.93357,-60.64628,37.8,0.0,-0.748,2.4047673
786,1633986668.0,0.248,-0.853,9.849,0.001,-0.001,-0.0,683.0,-20.063,31.05,-58.575,5.0,-32.93357,-60.64628,37.8,0.0,-0.853,9.873052
787,1633986669.0,0.306,-0.86,9.801,-0.0,-0.0,0.001,683.0,-18.019,29.606,-58.781,5.0,-32.93357,-60.64628,37.8,0.0,-0.86,0.816355
788,1633986670.0,0.351,-0.795,9.64,-0.0,0.001,-0.0,683.0,-18.0,28.8,-60.319,5.0,-32.93357,-60.64628,37.8,0.0,-0.795,4.753689
789,1633986671.0,0.274,-0.855,9.851,0.001,0.0,0.0,683.0,-17.756,30.375,-57.544,5.0,-32.93357,-60.64628,37.8,0.0,-0.855,3.2918415
790,1633986672.0,0.286,-0.831,9.825,-0.0,-0.0,0.0,683.0,-18.019,29.606,-58.313,5.0,-32.93357,-60.64628,37.8,0.0,-0.831,4.6661706
791,1633986673.0,0.286,-0.851,9.887,0.001,-0.002,-0.0,683.0,-20.044,30.263,-58.106,5.0,-32.93357,-60.64628,37.8,0.0,-0.851,2.9504051
792,1633986674.0,0.267,-0.805,9.827,-0.001,0.001,0.001,683.0,-18.056,31.181,-57.994,5.0,-32.93357,-60.64628,37.8,0.0,-0.805,2.62313
793,1633986675.0,0.299,-0.776,9.652,0.002,0.001,0.003,683.0,-18.75,30.394,-58.294,5.0,-32.93357,-60.64628,37.8,0.0,-0.776,-1.4836905
794,1633986676.0,0.277,-0.74,9.643,0.001,-0.0,0.0,683.0,-19.013,29.456,-58.125,5.0,-32.93357,-60.64628,37.8,0.0,-0.74,-3.8992436
795,1633986677.0,0.296,-0.795,9.643,0.001,0.001,-0.0,683.0,-19.331,30.563,-58.894,5.0,-32.93357,-60.64628,37.8,0.0,-0.795,-3.8335936
796,1633986678.0,0.545,-0.81,9.76,0.001,-0.001,-0.002,759.2,-18.619,30.244,-58.144,5.0,-32.93357,-60.64628,37.8,0.0,-0.81,-16.695713
797,1633986679.0,0.236,0.084,9.748,0.007,-0.001,0.001,759.2,-18.75,29.925,-57.975,5.0,-32.93357,-60.64628,37.8,0.0,0.084,-25.70667
798,1633986680.0,0.174,-0.913,9.837,-0.002,0.002,0.003,759.2,-18.356,31.35,-59.4,5.0,-32.93357,-60.64635,45.0,0.3611111111111111,-0.913,-27.322563
799,1633986681.0,0.243,-1.076,9.75,0.002,0.005,0.003,759.2,-19.331,30.244,-58.125,5.0,-32.93357,-60.64636,44.8,0.8333333333333333,-1.076,-34.961674
800,1633986682.0,0.301,1.26,10.11,0.004,0.013,0.008,844.6,-19.463,29.625,-58.744,5.0,-32.93357,-60.64636,45.6,0.25,1.26,-47.118256
801,1633986683.0,0.25,1.181,9.645,0.001,-0.024,0.003,844.6,-19.144,28.819,-57.975,5.0,-32.93356,-60.64637,44.6,1.25,1.181,-52.602726
802,1633986684.0,0.123,-1.025,9.535,0.013,0.014,0.023,844.6,-18.375,31.819,-58.144,5.0,-32.93355,-60.6464,44.4,3.7222222222222223,-1.025,-46.60966
803,1633986685.0,0.111,0.28,10.457,-0.001,-0.015,-0.008,765.0,-19.181,29.925,-57.975,5.0,-32.93353,-60.64643,44.6,4.388888888888889,0.28,-53.05472
804,1633986686.0,0.675,-0.762,10.268,-0.005,0.019,-0.003,690.9,-18.731,29.606,-59.531,5.0,-32.9335,-60.64648,45.1,5.194444444444444,-0.762,-47.96055
805,1633986687.0,0.617,-0.755,8.517,-0.003,-0.046,-0.022,498.0,-19.2,30.413,-59.831,5.0,-32.93347,-60.64652,45.2,6.027777777777778,-0.755,-43.23389
806,1633986688.0,0.001,-1.078,10.275,0.002,-0.018,-0.019,451.3,-21.038,29.644,-59.794,5.0,-32.93345,-60.64658,46.5,6.222222222222221,-1.078,-57.42596
807,1633986689.0,0.133,-1.212,9.451,-0.021,0.016,-0.01,451.3,-19.763,30.581,-58.575,5.0,-32.93342,-60.64664,46.9,5.916666666666667,-1.212,-54.19136
808,1633986690.0,0.397,-1.095,10.189,-0.001,0.038,-0.014,507.6,-19.35,31.05,-58.894,5.0,-32.93339,-60.64668,44.9,5.388888888888888,-1.095,-52.805164
809,1633986691.0,0.236,-2.106,10.259,0.009,-0.04,-0.033,565.4,-18.469,30.394,-58.294,5.0,-32.93336,-60.64672,45.4,5.055555555555555,-2.106,-30.70404
810,1633986692.0,0.207,-1.955,9.695,-0.013,-0.003,-0.01,565.4,-17.213,31.013,-61.744,5.0,-32.93334,-60.64676,45.0,4.277777777777778,-1.955,-45.979656
811,1633986693.0,0.212,-2.295,9.741,0.009,0.006,-0.004,565.4,-19.05,30.563,-60.15,5.0,-32.93333,-60.64679,45.8,3.083333333333333,-2.295,-33.489323
812,1633986694.0,0.281,-1.454,9.535,0.004,-0.001,0.005,639.9,-19.181,30.413,-58.275,5.0,-32.93331,-60.6468,45.6,2.0277777777777777,-1.454,-28.91427
813,1633986695.0,0.164,-1.112,9.875,0.002,-0.002,-0.001,719.3,-21.188,29.813,-58.538,5.0,-32.93331,-60.64681,46.5,1.1111111111111112,-1.112,-22.086035
814,1633986696.0,0.097,-0.982,9.827,0.001,-0.0,0.0,799.3,-18.769,30.713,-58.294,5.0,-32.9333,-60.64681,46.6,0.5,-0.982,-20.066381
815,1633986697.0,0.142,-0.779,9.635,-0.0,0.0,0.001,799.3,-19.181,29.925,-57.506,5.0,-32.9333,-60.64681,47.2,0.16666666666666666,-0.779,-13.230365
816,1633986698.0,0.073,-0.822,9.896,0.001,-0.002,-0.001,799.3,-20.644,31.219,-57.169,5.0,-32.9333,-60.6468,47.3,0.0,-0.822,-5.6826735
817,1633986699.0,0.135,-0.712,9.65,-0.001,-0.001,-0.002,799.3,-20.531,31.856,-57.788,5.0,-32.9333,-60.6468,46.3,0.0,-0.712,-4.1947827
818,1633986700.0,0.111,-0.75,9.808,-0.0,0.002,0.001,799.3,-20.644,30.75,-58.706,5.0,-32.9333,-60.6468,46.3,0.0,-0.75,-3.213454
819,1633986701.0,0.13,-0.724,9.693,-0.0,0.001,0.001,799.3,-19.369,31.838,-57.038,5.0,-32.9333,-60.6468,46.3,0.0,-0.724,-4.7756677
820,1633986702.0,0.126,0.23,9.719,0.003,0.001,-0.002,799.3,-19.2,30.731,-56.738,5.0,-32.9333,-60.6468,46.3,0.0,0.23,-41.619007
821,1633986703.0,0.219,-0.204,9.999,-0.005,-0.005,0.001,799.3,-19.313,29.775,-59.363,5.0,-32.93329,-60.6468,47.6,0.25,-0.204,-43.938465
822,1633986704.0,0.231,0.168,9.896,0.01,0.018,-0.002,799.3,-17.775,31.181,-58.313,5.0,-32.93329,-60.64681,48.1,1.4444444444444444,0.168,-45.774048
823,1633986705.0,0.075,-0.132,9.908,-0.022,0.024,-0.006,799.3,-18.094,31.969,-57.994,5.0,-32.93326,-60.64685,49.0,2.9166666666666665,-0.132,-45.74808
824,1633986706.0,0.171,-0.822,9.65,0.006,0.015,-0.009,724.5,-15.6,30.338,-56.813,5.0,-32.93324,-60.64687,48.6,3.2777777777777777,-0.822,-44.163433
825,1633986707.0,-0.13,-0.807,9.877,-0.025,0.002,0.002,657.8,-18.788,31.2,-60.619,5.0,-32.93322,-60.6469,49.2,3.3055555555555554,-0.807,-43.962475
826,1633986708.0,0.349,-0.29,9.566,-0.021,-0.004,-0.006,657.8,-19.069,31.031,-59.381,5.0,-32.93321,-60.64693,49.1,3.3888888888888884,-0.29,-44.60066
827,1633986709.0,-0.035,-0.422,9.533,0.006,-0.03,-0.013,657.8,-20.194,30.431,-59.813,5.0,-32.93318,-60.64695,48.8,3.7222222222222223,-0.422,-42.55167
828,1633986710.0,-0.035,-0.659,10.247,-0.016,0.018,0.003,657.8,-20.1,32.156,-58.106,5.0,-32.93315,-60.64697,48.6,3.8055555555555554,-0.659,-43.594532
829,1633986711.0,0.257,-0.944,9.865,0.005,-0.015,-0.014,597.6,-19.331,30.244,-58.894,5.0,-32.93313,-60.647,48.9,4.0,-0.944,-40.296787
830,1633986712.0,0.181,-0.87,9.786,-0.01,-0.008,-0.023,597.6,-22.8,30.788,-58.969,5.0,-32.9331,-60.64703,49.0,4.166666666666667,-0.87,-30.242447
831,1633986713.0,0.229,-0.436,9.37,-0.001,-0.0,-0.024,597.6,-19.95,31.519,-59.813,5.0,-32.9331,-60.64703,49.0,4.166666666666667,-0.436,-37.179943
832,1633986714.0,0.627,-0.233,9.628,0.029,0.028,-0.009,597.6,-22.275,32.981,-58.838,5.0,-32.93308,-60.64705,47.9,4.138888888888889,-0.233,-36.535023
833,1633986715.0,-0.075,0.057,9.693,-0.009,0.068,-0.001,597.6,-23.644,30.319,-60.356,5.0,-32.93305,-60.64708,48.7,4.277777777777778,0.057,-38.906837
834,1633986716.0,-0.236,0.01,10.023,-0.0,0.001,-0.005,665.9,-23.231,31.275,-58.65,5.0,-32.93301,-60.64712,47.7,4.861111111111111,0.01,-37.71199
835,1633986717.0,0.006,0.309,10.326,-0.03,0.005,-0.012,665.9,-23.963,31.594,-58.181,5.0,-32.93298,-60.64715,48.3,5.611111111111111,0.309,-37.753647
836,1633986718.0,0.306,-0.812,9.396,-0.008,-0.032,-0.027,665.9,-22.856,32.831,-57.431,5.0,-32.93293,-60.6472,48.4,6.361111111111111,-0.812,-42.409786
837,1633986719.0,0.047,-0.803,10.22,-0.029,-0.027,-0.017,665.9,-21.563,32.981,-58.856,5.0,-32.93289,-60.64724,47.9,6.666666666666666,-0.803,-42.064777
838,1633986720.0,0.281,-0.11,10.074,-0.003,0.017,0.013,836.9,-21.994,32.981,-56.981,5.0,-32.93284,-60.64729,48.6,6.722222222222221,-0.11,-42.241833
839,1633986721.0,0.634,-0.738,9.899,0.006,-0.004,0.012,936.0,-22.819,31.575,-59.438,5.0,-32.93279,-60.64733,48.2,7.111111111111112,-0.738,-35.210693
840,1633986722.0,0.097,-0.949,9.643,0.019,-0.008,0.017,936.0,-20.156,34.05,-57.019,5.0,-32.93273,-60.64738,48.2,7.222222222222222,-0.949,-38.86394
841,1633986723.0,0.279,-0.858,9.157,-0.036,0.012,0.015,936.0,-21.075,31.238,-57.15,5.0,-32.93268,-60.64742,47.9,7.083333333333333,-0.858,-39.72167
842,1633986724.0,0.104,-0.525,10.271,0.025,0.021,0.027,936.0,-20.531,31.856,-58.875,5.0,-32.93263,-60.64747,47.8,6.833333333333334,-0.525,-34.058956
843,1633986725.0,0.255,-0.769,10.023,-0.028,-0.013,0.017,936.0,-19.519,31.988,-57.975,5.0,-32.93258,-60.64752,48.4,7.083333333333333,-0.769,-40.899822
844,1633986726.0,0.059,-0.681,10.158,0.013,-0.011,0.014,936.0,-17.756,30.694,-57.225,5.0,-32.93254,-60.64756,49.0,7.138888888888888,-0.681,-39.316242
845,1633986727.0,0.044,-0.594,9.918,-0.043,-0.047,0.02,936.0,-21.038,29.644,-59.006,5.0,-32.93249,-60.64761,48.7,7.111111111111112,-0.594,-41.359425
846,1633986728.0,0.119,-0.721,10.338,0.019,-0.005,0.006,936.0,-22.931,30.638,-58.819,5.0,-32.93244,-60.64767,48.7,7.388888888888889,-0.721,-41.829166
847,1633986729.0,-0.456,-1.522,10.802,-0.005,0.023,0.036,936.0,-21.263,32.175,-59.325,5.0,-32.9324,-60.64772,49.1,7.472222222222221,-1.522,-45.87585
848,1633986730.0,-0.284,-1.303,9.999,0.011,-0.008,0.04,936.0,-22.781,30.469,-57.431,5.0,-32.93235,-60.64778,49.0,7.666666666666667,-1.303,-46.111614
849,1633986731.0,0.238,-1.083,10.412,0.039,-0.03,0.004,936.0,-18.113,32.756,-58.313,5.0,-32.9323,-60.64783,49.3,7.527777777777778,-1.083,-47.03102
850,1633986732.0,0.083,-0.683,11.104,-0.02,-0.061,0.041,936.0,-19.219,31.519,-59.531,5.0,-32.93226,-60.64788,49.4,7.111111111111112,-0.683,-43.25444
851,1633986733.0,0.253,-1.138,9.657,-0.007,0.006,0.017,936.0,-19.2,30.731,-58.275,5.0,-32.93221,-60.64794,49.0,6.916666666666666,-1.138,-46.19676
852,1633986734.0,-0.171,-0.827,9.621,0.012,-0.02,0.003,936.0,-20.663,31.538,-58.256,5.0,-32.93217,-60.648,48.2,6.972222222222222,-0.827,-47.436947
853,1633986735.0,0.224,-0.721,9.793,-0.003,-0.019,0.002,936.0,-17.644,31.013,-60.188,5.0,-32.93213,-60.64806,48.4,6.861111111111111,-0.721,-42.889103
854,1633986736.0,0.347,-0.206,9.487,0.031,0.039,-0.007,936.0,-18.075,31.969,-56.756,5.0,-32.93209,-60.64812,48.0,6.75,-0.206,-47.51583
855,1633986737.0,0.126,0.022,9.937,-0.036,-0.014,-0.006,936.0,-17.794,31.969,-58.013,5.0,-32.93205,-60.64817,48.6,6.916666666666666,0.022,-49.67037
856,1633986738.0,0.56,-0.158,9.951,-0.021,-0.021,-0.006,936.0,-18.75,29.925,-58.763,5.0,-32.932,-60.64823,48.8,7.416666666666666,-0.158,-48.05637
857,1633986739.0,0.49,0.211,9.523,0.0,-0.028,0.002,850.1,-19.481,30.413,-57.188,5.0,-32.93195,-60.64829,48.6,8.194444444444445,0.211,-49.441795
858,1633986740.0,0.83,-0.35,9.688,0.014,-0.006,0.015,850.1,-18.75,29.925,-57.975,5.0,-32.9319,-60.64837,48.3,8.916666666666666,-0.35,-43.352554
859,1633986741.0,-0.296,-0.139,9.432,-0.018,-0.011,-0.03,850.1,-19.219,31.2,-57.975,5.0,-32.93185,-60.64844,48.3,9.777777777777779,-0.139,-49.99139
860,1633986742.0,0.543,-1.31,10.297,0.008,-0.005,0.003,770.5,-18.469,30.394,-56.438,5.0,-32.93179,-60.64852,47.6,10.583333333333334,-1.31,-48.536827
861,1633986743.0,0.202,-0.977,10.737,-0.117,0.058,0.01,698.6,-20.55,32.475,-57.319,5.0,-32.93172,-60.64861,47.1,11.416666666666666,-0.977,-50.34814
862,1633986744.0,-0.312,-1.833,9.698,0.036,0.009,-0.002,631.3,-18.788,31.181,-58.294,5.0,-32.93165,-60.6487,47.5,11.416666666666666,-1.833,-43.909077
863,1633986745.0,-0.396,-1.21,10.168,-0.026,-0.034,-0.001,631.3,-19.35,31.05,-57.806,5.0,-32.93159,-60.64879,47.5,11.083333333333332,-1.21,-51.99406
864,1633986746.0,-0.664,-1.305,9.465,-0.029,0.023,0.014,631.3,-18.338,31.031,-57.056,5.0,-32.93152,-60.64888,47.5,10.416666666666666,-1.305,-49.323368
865,1633986747.0,0.219,-0.64,10.953,0.032,-0.005,0.01,703.7,-18.619,30.563,-60.469,5.0,-32.93147,-60.64896,47.9,10.055555555555555,-0.64,-50.121105
866,1633986748.0,0.574,-1.126,10.242,0.026,-0.013,-0.02,703.7,-18.619,30.244,-58.613,5.0,-32.93141,-60.64905,47.3,9.972222222222221,-1.126,-49.439377
867,1633986749.0,0.135,-1.107,10.761,-0.039,0.043,0.012,785.8,-19.181,30.413,-58.275,5.0,-32.93129,-60.64921,47.3,9.916666666666668,-1.107,-54.041103
868,1633986750.0,0.097,-2.046,10.522,0.036,0.057,0.0,785.8,-19.8,31.369,-58.575,5.0,-32.93124,-60.64929,47.1,9.75,-2.046,-49.279804
869,1633986751.0,0.186,-1.912,8.876,0.023,-0.021,-0.012,785.8,-19.181,29.944,-60.619,5.0,-32.93118,-60.64936,47.0,8.527777777777777,-1.912,-45.916256
870,1633986752.0,-0.142,-1.596,9.686,-0.054,-0.011,0.011,793.8,-19.275,28.2,-58.594,5.0,-32.93114,-60.64943,47.0,6.861111111111111,-1.596,-47.231907
871,1633986753.0,0.488,-2.137,9.839,0.018,-0.008,-0.002,793.8,-19.2,30.731,-57.188,5.0,-32.93111,-60.64947,45.6,5.75,-2.137,-45.722652
872,1633986754.0,0.962,-1.342,9.178,0.001,0.007,-0.006,793.8,-19.463,29.625,-59.831,5.0,-32.93108,-60.64951,44.5,4.75,-1.342,-46.217003
873,1633986755.0,0.394,-1.332,9.738,0.024,0.011,0.016,793.8,-20.213,31.219,-59.044,5.0,-32.93108,-60.64951,44.5,4.75,-1.332,-38.095337
874,1633986756.0,0.075,-2.734,9.695,-0.02,0.022,0.012,882.1,-20.25,32.006,-58.725,5.0,-32.93105,-60.64955,43.9,4.305555555555555,-2.734,-44.57143
875,1633986757.0,0.099,-1.632,9.506,0.017,0.008,0.011,882.1,-20.813,32.175,-57.788,5.0,-32.93103,-60.64958,43.9,3.194444444444444,-1.632,-35.957874
876,1633986758.0,0.323,-1.423,9.822,0.008,0.005,0.002,882.1,-19.913,30.413,-58.275,5.0,-32.93102,-60.6496,43.8,1.4166666666666665,-1.423,-33.88577
877,1633986759.0,0.274,-1.267,9.631,-0.007,-0.003,0.002,882.1,-18.056,31.181,-57.994,5.0,-32.93101,-60.64961,44.1,0.9166666666666666,-1.267,-35.60898
878,1633986760.0,0.265,-0.341,9.573,0.019,-0.003,-0.001,882.1,-19.219,31.519,-58.744,5.0,-32.93101,-60.64961,43.5,0.5555555555555556,-0.341,-23.080538
879,1633986761.0,0.241,-0.815,9.896,0.001,-0.0,0.001,882.1,-19.463,29.944,-58.744,5.0,-32.93101,-60.64962,44.4,0.0,-0.815,-23.749056
880,1633986762.0,0.221,-0.75,9.786,-0.002,0.0,-0.001,882.1,-19.875,29.306,-59.513,5.0,-32.93101,-60.64962,44.9,0.0,-0.75,-14.784646
881,1633986763.0,0.221,-0.798,9.858,-0.001,0.0,0.0,882.1,-21.488,30.6,-58.069,5.0,-32.93101,-60.64962,45.4,0.0,-0.798,1.9166827
882,1633986764.0,0.221,-0.812,9.875,0.0,-0.0,-0.001,882.1,-19.819,32.475,-58.125,5.0,-32.93101,-60.64962,45.9,0.0,-0.812,-3.2006342
883,1633986765.0,0.284,-0.795,9.767,0.0,-0.0,-0.001,882.1,-19.95,32.006,-59.513,5.0,-32.93101,-60.64962,45.7,0.0,-0.795,-5.1871486
884,1633986766.0,0.226,-0.8,9.817,-0.001,0.0,0.001,882.1,-20.7,28.219,-57.769,5.0,-32.93101,-60.64962,44.6,0.0,-0.8,-4.99682
885,1633986767.0,0.221,-0.798,9.825,-0.001,-0.001,-0.001,882.1,-19.35,31.05,-59.363,5.0,-32.93101,-60.64962,44.8,0.0,-0.798,-4.5703564
886,1633986768.0,0.214,-0.795,9.801,0.001,-0.001,-0.0,882.1,-20.213,30.75,-59.044,5.0,-32.93101,-60.64962,44.8,0.0,-0.795,-3.3012633
887,1633986769.0,0.248,-0.779,9.736,-0.001,-0.001,-0.001,882.1,-18.769,30.713,-59.85,5.0,-32.93101,-60.64962,44.8,0.0,-0.779,-2.5759728
888,1633986770.0,0.214,-0.819,9.875,0.001,0.001,0.001,882.1,-21.994,28.088,-58.688,5.0,-32.93101,-60.64962,44.8,0.0,-0.819,-0.70434546
889,1633986771.0,0.262,-0.719,9.631,0.0,-0.0,0.001,882.1,-18.994,28.669,-58.125,5.0,-32.93101,-60.64962,44.8,0.0,-0.719,-0.66321707
890,1633986772.0,0.255,-0.76,9.719,0.001,-0.001,-0.002,882.1,-18.038,29.906,-59.869,5.0,-32.93101,-60.64962,44.8,0.0,-0.76,-0.42079532
891,1633986773.0,0.219,-0.807,9.868,-0.001,0.001,0.001,882.1,-19.331,30.244,-57.356,5.0,-32.93101,-60.64962,44.8,0.0,-0.807,-0.7487048
892,1633986774.0,0.241,-0.786,9.746,0.001,-0.0,0.001,882.1,-19.369,31.35,-59.363,5.0,-32.93101,-60.64962,44.8,0.0,-0.786,-0.6963458
893,1633986775.0,0.253,-0.762,9.724,0.0,-0.0,-0.001,882.1,-19.894,29.625,-59.513,5.0,-32.93101,-60.64962,44.8,0.0,-0.762,-0.16192506
894,1633986776.0,0.231,-0.774,9.808,0.001,-0.0,-0.001,882.1,-18.6,29.775,-59.381,5.0,-32.93101,-60.64962,44.8,0.0,-0.774,-0.5195657
895,1633986777.0,0.221,-0.817,9.772,0.001,0.001,0.001,882.1,-20.1,32.156,-58.575,5.0,-32.93101,-60.64962,44.8,0.0,-0.817,-1.6082426
896,1633986778.0,0.245,-0.752,9.772,0.001,0.001,0.001,882.1,-19.163,29.625,-59.831,5.0,-32.93101,-60.64962,44.8,0.0,-0.752,-1.9522753
897,1633986779.0,0.311,-0.724,9.592,0.0,-0.001,-0.0,882.1,-20.175,29.644,-60.281,5.0,-32.93101,-60.64962,44.8,0.0,-0.724,0.20978369
898,1633986780.0,0.279,-0.728,9.662,0.002,0.001,0.002,882.1,-20.175,29.944,-59.044,5.0,-32.93101,-60.64962,44.8,0.0,-0.728,0.023443475
899,1633986781.0,0.277,-0.831,9.849,-0.001,-0.002,-0.001,882.1,-20.813,31.856,-58.875,5.0,-32.93101,-60.64962,44.8,0.0,-0.831,1.0100415
900,1633986782.0,0.221,-0.724,9.695,0.001,0.002,0.001,882.1,-18.75,29.925,-57.525,5.0,-32.93101,-60.64962,44.8,0.0,-0.724,0.5020592
901,1633986783.0,0.231,-0.76,9.657,0.001,-0.0,-0.001,882.1,-19.013,28.988,-59.363,5.0,-32.93101,-60.64962,44.8,0.0,-0.76,-1.721296
902,1633986784.0,0.128,-0.774,9.801,0.001,0.0,0.003,882.1,-17.944,27.225,-60.319,5.0,-32.93101,-60.64962,44.8,0.0,-0.774,-0.19408272
903,1633986785.0,0.286,-0.721,9.679,-0.001,-0.002,-0.002,882.1,-20.419,28.219,-57.788,5.0,-32.93101,-60.64962,44.8,0.0,-0.721,0.07111336
904,1633986786.0,0.248,-0.798,9.882,0.0,0.001,-0.0,882.1,-18.675,27.713,-57.975,5.0,-32.93101,-60.64962,44.8,0.0,-0.798,0.3179443
905,1633986787.0,0.277,-0.724,9.633,0.0,0.002,0.001,882.1,-18.638,31.031,-60.169,5.0,-32.93101,-60.64962,44.8,0.0,-0.724,-1.4698482
906,1633986788.0,0.219,-0.795,9.777,0.001,0.002,0.002,882.1,-19.331,30.244,-57.356,5.0,-32.93101,-60.64962,44.8,0.0,-0.795,-0.2565081
907,1633986789.0,0.253,-0.786,9.712,-0.001,0.001,0.0,882.1,-20.588,29.325,-58.706,5.0,-32.93101,-60.64962,44.8,0.0,-0.786,-0.38137722
908,1633986790.0,0.279,-0.716,9.607,0.0,0.0,-0.001,882.1,-18.431,29.288,-58.763,5.0,-32.93101,-60.64962,44.8,0.0,-0.716,0.8638098
909,1633986791.0,0.274,-0.712,9.628,-0.001,0.001,0.0,882.1,-18.094,31.969,-59.55,5.0,-32.93101,-60.64962,44.8,0.0,-0.712,0.78144324
910,1633986792.0,0.274,-0.8,9.693,0.001,0.002,-0.001,882.1,-19.219,31.2,-59.531,5.0,-32.93101,-60.64962,44.8,0.0,-0.8,2.9755802
911,1633986793.0,0.219,-0.843,9.82,-0.0,0.001,0.003,882.1,-19.163,29.625,-59.063,5.0,-32.93101,-60.64962,44.8,0.0,-0.843,1.426398
912,1633986794.0,0.274,-0.728,9.652,0.0,-0.002,-0.001,882.1,-19.481,30.413,-58.744,5.0,-32.93101,-60.64962,44.8,0.0,-0.728,1.3216743
913,1633986795.0,0.26,-0.721,9.621,-0.001,0.002,0.001,882.1,-19.763,30.263,-58.575,5.0,-32.93101,-60.64962,44.8,0.0,-0.721,1.0753748
914,1633986796.0,0.245,-0.805,9.832,-0.0,-0.002,-0.001,882.1,-18.056,31.181,-58.313,5.0,-32.93101,-60.64962,44.8,0.0,-0.805,-1.1218944
915,1633986797.0,0.315,-0.707,9.571,-0.001,0.0,0.0,882.1,-18.45,29.606,-59.081,5.0,-32.93101,-60.64962,44.8,0.0,-0.707,-0.83954
916,1633986798.0,0.318,-0.731,9.607,0.001,-0.0,-0.001,882.1,-19.313,29.456,-59.681,5.0,-32.93101,-60.64962,44.8,0.0,-0.731,1.1764264
917,1633986799.0,0.269,-0.704,9.588,0.0,-0.001,0.0,882.1,-18.769,30.394,-59.063,5.0,-32.93101,-60.64962,44.8,0.0,-0.704,3.7384775
918,1633986800.0,0.269,-0.719,9.631,-0.001,0.001,-0.0,882.1,-19.2,30.413,-59.531,5.0,-32.93101,-60.64962,44.8,0.0,-0.719,9.634883
